Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy
1,0.6418824937261653,0.6332497306919973,0.5875613747954174,0.7064220183486238
2,0.3357985929118046,0.3398632964956651,0.867430441898527,0.8532110091743119
3,0.18807406502786517,0.2508378931141775,0.9247135842880524,0.9174311926605505
4,0.12693054360259817,0.0967298976120052,0.9525368248772504,0.9816513761467891
5,0.10642676909702621,0.49699433070154636,0.9639934533551555,0.8440366972477065
6,0.12879247035459293,0.18346610890889387,0.9525368248772504,0.926605504587156
7,0.06876851246980326,0.0937553473551749,0.9770867430441899,0.9724770642201835
8,0.0978313739946548,0.0565822419770267,0.9656301145662848,0.9816513761467891
9,0.03321195569062002,0.1568844965488197,0.9885433715220949,0.9449541284403671
10,0.08055147900110425,0.1134944764572546,0.9770867430441899,0.9541284403669725
11,0.05955851364899092,0.05992006220846274,0.9819967266775778,0.9724770642201835
12,0.10945837809391772,0.0729081693677864,0.9656301145662848,0.9816513761467891
13,0.07403596483305121,0.10274898926428425,0.9770867430441899,0.963302752293578
14,0.08758865651078583,0.07837316058917877,0.9623567921440263,0.9724770642201835
15,0.036741012597605954,0.03478896096690532,0.9885433715220949,0.9908256880733946
16,0.035665048824382393,0.07740150768856663,0.9901800327332243,0.9541284403669725
17,0.09743731350480973,0.11801175007579523,0.9770867430441899,0.963302752293578
18,0.07273075905965364,0.04633238556188181,0.9836333878887071,0.9908256880733946
19,0.06230646487685155,0.1054064170606947,0.9754500818330606,0.9541284403669725
20,0.15899345147043906,0.03932606867181325,0.9361702127659575,1.0
21,0.042079439729683824,0.03446452081237638,0.9885433715220949,0.9724770642201835
22,0.03974562693454337,0.041085403107123775,0.9901800327332243,0.9908256880733946
23,0.0423662779553993,0.07905542568400835,0.9852700490998364,0.9816513761467891
24,0.021358163927256094,0.040824068003171766,0.9934533551554828,0.9816513761467891
25,0.011222543671221127,0.004203489800026521,0.9950900163666122,1.0
26,0.00711667804415574,0.017814406301663897,0.9967266775777415,0.9908256880733946
27,0.01805828597359268,0.020602492719179515,0.9950900163666122,0.9908256880733946
28,0.034071144276167496,0.01560695186137743,0.9885433715220949,1.0
29,0.020218806182958016,0.038483802797358246,0.9901800327332243,0.9908256880733946
30,0.009379759253243584,0.018598183374339286,0.9934533551554828,1.0
31,0.006881162139990842,0.005199100777086024,0.9983633387888707,1.0
32,0.004520177235102826,0.021381363078018377,0.9967266775777415,0.9908256880733946
33,0.006659147420013783,0.004590590108493599,0.9983633387888707,1.0
34,0.0015916675649302876,0.003845554141545617,1.0,1.0
35,0.0010906581488916568,0.004108755086728056,1.0,1.0
