Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy
1,0.3228965528288239,0.2536004794680554,0.4943342776203966,0.5815217391304348
2,0.25784079042440095,0.2510222948115805,0.5920679886685553,0.5597826086956522
3,0.2401540138397271,0.24572394075600998,0.5679886685552408,0.5760869565217391
4,0.22798731526301874,0.23599124602649524,0.6416430594900849,0.6086956521739131
5,0.21192425945325208,0.2354142056859058,0.7181303116147308,0.5978260869565217
6,0.19766351648160485,0.2324142935483352,0.7351274787535411,0.5978260869565217
7,0.1798651823747597,0.2526447708192079,0.7818696883852692,0.592391304347826
8,0.17815082125555692,0.2575990337392558,0.7563739376770539,0.6032608695652174
9,0.16536455101230665,0.21505216800648233,0.7705382436260623,0.657608695652174
10,0.1491763784257278,0.21034869422083316,0.8130311614730878,0.6739130434782609
11,0.14277353359349387,0.24130158968593762,0.8186968838526912,0.6413043478260869
12,0.1324903515850856,0.20986226460208063,0.8271954674220963,0.6902173913043478
13,0.12530645508604077,0.19319647291432257,0.8512747875354107,0.717391304347826
14,0.12614095249020682,0.20009036297383515,0.8470254957507082,0.7065217391304348
15,0.1305202159597921,0.19151266372722128,0.8342776203966006,0.7282608695652174
16,0.12082967567376307,0.19408376709274625,0.8498583569405099,0.717391304347826
17,0.11688975525476439,0.18984776994456415,0.8597733711048159,0.7228260869565217
18,0.11651122048708265,0.18206383870995563,0.8526912181303116,0.7445652173913043
19,0.10730578524532805,0.19672214596167856,0.8682719546742209,0.7065217391304348
20,0.11148555091880367,0.17481581801953522,0.8696883852691218,0.75
21,0.10485013057253516,0.17042195537815924,0.876770538243626,0.7445652173913043
22,0.10126188827979328,0.1713456822478253,0.8810198300283286,0.7391304347826086
23,0.10026727857400608,0.16825685812079388,0.9022662889518414,0.7663043478260869
24,0.10421470339507624,0.16684449626051862,0.876770538243626,0.7771739130434783
25,0.09758579840741144,0.17862903294355972,0.8895184135977338,0.7228260869565217
26,0.10380991980982232,0.1645217706327853,0.8824362606232294,0.7608695652173914
27,0.09590880847179856,0.15558057829089786,0.9135977337110481,0.8152173913043478
28,0.09028847258084219,0.1633473181206247,0.9008498583569405,0.7554347826086957
29,0.09474884865346442,0.1667923279430555,0.8909348441926346,0.7608695652173914
30,0.08802988441402446,0.158636836901955,0.9036827195467422,0.7717391304347826
31,0.09642072672040199,0.16065171490544858,0.8923512747875354,0.7717391304347826
32,0.08775025612487333,0.14528235793113708,0.9008498583569405,0.8369565217391305
33,0.08721713227860989,0.13858587197635486,0.9093484419263456,0.8478260869565217
34,0.0857414435964637,0.1417720324319342,0.9022662889518414,0.8260869565217391
35,0.08149947846577459,0.1393068296753842,0.9150141643059491,0.8315217391304348
36,0.08181464659952409,0.1514488238355388,0.9121813031161473,0.7880434782608695
37,0.07847179282488297,0.16282539652741473,0.9206798866855525,0.7445652173913043
38,0.08016247152437907,0.13979610217654187,0.9164305949008499,0.8315217391304348
39,0.07814323957006925,0.16269358603850656,0.9164305949008499,0.7445652173913043
40,0.07145428577327188,0.1699382351792377,0.9249291784702549,0.717391304347826
41,0.07250679695910164,0.16227698585261469,0.93342776203966,0.7336956521739131
42,0.07350212905460984,0.15627646187077399,0.9178470254957507,0.75
43,0.07106711911749908,0.14778836784155472,0.9348441926345609,0.782608695652174
44,0.07282872983484025,0.13940689809944318,0.9206798866855525,0.8097826086956522
45,0.07225996044810028,0.14845815624879755,0.9263456090651558,0.8043478260869565
46,0.07200112238146428,0.16858391658119534,0.9263456090651558,0.7391304347826086
47,0.0706329882651483,0.1580699798853501,0.9206798866855525,0.7554347826086957
48,0.07650113696754823,0.15834022864051486,0.9192634560906515,0.7445652173913043
49,0.07470702356724834,0.18101199878298718,0.9206798866855525,0.7010869565217391
50,0.0653580117326958,0.16808041994986328,0.9419263456090652,0.7391304347826086
51,0.06608197920383205,0.15658604839573737,0.9348441926345609,0.7608695652173914
52,0.07730039052939618,0.13154313940068948,0.9178470254957507,0.842391304347826
53,0.06694092341928239,0.1428144107694211,0.9277620396600567,0.7934782608695652
54,0.06737483113413155,0.14214220643043518,0.9362606232294618,0.7934782608695652
55,0.07132001402695523,0.15253294162128284,0.9390934844192634,0.7663043478260869
56,0.0768006099942048,0.17976372591827228,0.9277620396600567,0.7065217391304348
57,0.058733866209686646,0.13896778744200003,0.9419263456090652,0.7880434782608695
58,0.07011286327588998,0.130594481592593,0.9263456090651558,0.8043478260869565
59,0.06172433975165863,0.12836149788421133,0.9263456090651558,0.8260869565217391
60,0.061206522263143284,0.13776233792304993,0.9376770538243626,0.7934782608695652
61,0.0656132564666251,0.1310825930989307,0.9305949008498584,0.8206521739130435
62,0.06385045356140934,0.1407051488109257,0.9405099150141643,0.7880434782608695
63,0.05782180306931731,0.14556602680164835,0.9475920679886686,0.7717391304347826
64,0.05873926363822083,0.1420122838538626,0.943342776203966,0.782608695652174
65,0.05359372846972166,0.14255376613658408,0.9447592067988668,0.7717391304347826
66,0.05332600669381301,0.1384675515734631,0.9546742209631728,0.7880434782608695
67,0.05836896226865374,0.14010164919106857,0.9447592067988668,0.782608695652174
68,0.05315774240169579,0.12929437277109726,0.9575070821529745,0.8152173913043478
69,0.05791148598234647,0.12576030842635944,0.9348441926345609,0.8260869565217391
70,0.056067937552380154,0.1489312856093697,0.9490084985835694,0.782608695652174
71,0.059306930391798615,0.13184507450331812,0.9390934844192634,0.8097826086956522
72,0.058247742842006955,0.13741256231847016,0.9320113314447592,0.7989130434782609
73,0.056641494839454846,0.15619791979375092,0.9490084985835694,0.7608695652173914
74,0.06227679630852286,0.17271739050098087,0.9447592067988668,0.7445652173913043
75,0.05681291413585795,0.15895788695501245,0.9447592067988668,0.7608695652173914
76,0.05078653460922559,0.1754141955272011,0.953257790368272,0.75
77,0.05721974385527646,0.15493926665057306,0.9405099150141643,0.7717391304347826
78,0.05355667975063702,0.13637850984283115,0.9390934844192634,0.8043478260869565
79,0.06114228977360064,0.11977634352186452,0.9504249291784702,0.8478260869565217
80,0.05862470465071141,0.11981337420318437,0.9490084985835694,0.8478260869565217
81,0.05713274424879814,0.1477801851604296,0.9575070821529745,0.8043478260869565
82,0.05216255978214167,0.15423211455345154,0.9546742209631728,0.7934782608695652
83,0.05602194828960105,0.1683410114568213,0.9490084985835694,0.7554347826086957
84,0.059275508813412266,0.17564841845761175,0.93342776203966,0.7282608695652174
85,0.05018402091504494,0.1416668652192406,0.9504249291784702,0.7989130434782609
86,0.047547618829494834,0.17419249402440112,0.9546742209631728,0.7391304347826086
87,0.05054897027718109,0.14525483743004178,0.9475920679886686,0.8097826086956522
88,0.05491713470338762,0.13144368451574576,0.953257790368272,0.8315217391304348
89,0.0462581577365189,0.16715502350226694,0.9546742209631728,0.7663043478260869
90,0.05154668562979604,0.15087061148622763,0.9447592067988668,0.7934782608695652
91,0.046286255712211975,0.15538287875444992,0.9475920679886686,0.7771739130434783
92,0.04867862692635728,0.21658960243929987,0.9475920679886686,0.6847826086956522
93,0.052114586823385094,0.2248020483099896,0.9390934844192634,0.6739130434782609
94,0.05090049052711249,0.1772363516299621,0.9461756373937678,0.7445652173913043
95,0.05303701395353582,0.14862872465797092,0.9461756373937678,0.7989130434782609
