Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy
1,0.6709500475132719,0.6438451040228572,0.5335515548281506,0.6238532110091743
2,0.5024818125411064,0.5812975097140041,0.7561374795417349,0.7155963302752294
3,0.2975251620510401,0.8332960021878602,0.8641571194762685,0.7522935779816514
4,0.2485354113622695,0.3197033697858863,0.9214402618657939,0.8807339449541285
5,0.2102104562796567,0.27622113329008086,0.927986906710311,0.8807339449541285
6,0.14681669239277925,0.4651096514468893,0.9509001636661212,0.8256880733944955
7,0.15696683876009113,0.2043787426904801,0.9296235679214403,0.926605504587156
8,0.21343288707216126,0.22750368710914884,0.8968903436988543,0.926605504587156
9,0.1061726754894038,0.2710190655304751,0.9656301145662848,0.8807339449541285
10,0.1526785554842941,0.30486661387146063,0.9328968903436989,0.926605504587156
11,0.17930995586363266,0.13598693961944056,0.9378068739770868,0.9449541284403671
12,0.11240549535534776,0.04259371795101997,0.9492635024549919,0.9908256880733946
13,0.13417997585576022,0.12688497911899463,0.9525368248772504,0.9541284403669725
14,0.13553662424977203,0.17438706728296544,0.9410801963993454,0.9357798165137615
15,0.1385458262969546,0.10599265637200907,0.944353518821604,0.9449541284403671
16,0.06286165319419727,0.08341455815035269,0.9689034369885434,0.9357798165137615
17,0.13407042551230877,0.06936333115306606,0.9476268412438625,0.9724770642201835
18,0.08469168915612998,0.042836913866751376,0.9689034369885434,0.9724770642201835
19,0.05768898412365765,0.25040191185496186,0.9803600654664485,0.8990825688073395
20,0.16210070346312905,0.21300508492036696,0.9476268412438625,0.9357798165137615
21,0.0900581469835558,0.10167816964858169,0.9656301145662848,0.9541284403669725
22,0.08174546923543252,0.10258042894372153,0.9689034369885434,0.9541284403669725
23,0.04273567715036315,0.053946947527096396,0.9885433715220949,0.9908256880733946
24,0.045868163924959966,0.08949925250014923,0.9869067103109657,0.9816513761467891
25,0.06784415153905432,0.1018769470312624,0.9672667757774142,0.9816513761467891
26,0.04368146824453837,0.012977625149379083,0.9803600654664485,1.0
27,0.03977527150159485,0.15036334295611864,0.9869067103109657,0.9174311926605505
28,0.06617803241426519,0.09263574048329931,0.9738134206219313,0.9541284403669725
29,0.03685098801741038,0.09499922586143564,0.9934533551554828,0.9541284403669725
30,0.11566044464585434,0.05364359662493738,0.9656301145662848,0.9816513761467891
31,0.0971993156838339,0.11925911405679146,0.9558101472995091,0.963302752293578
32,0.07674828632132634,0.06184390652070352,0.9689034369885434,0.9816513761467891
33,0.05606776390547838,0.09010768098192751,0.9787234042553192,0.9724770642201835
34,0.10643902486845631,0.0922693228605417,0.960720130932897,0.963302752293578
35,0.08938647570574744,0.08334441794031257,0.9590834697217676,0.963302752293578
36,0.05917950738495774,0.037964112966945136,0.9721767594108021,0.9816513761467891
37,0.07959989818047775,0.11329176481556866,0.9721767594108021,0.9541284403669725
38,0.03402732369991449,0.042250609074655436,0.9885433715220949,0.9816513761467891
39,0.0671942657356664,0.22293444230422002,0.9738134206219313,0.9174311926605505
40,0.03612440959438979,0.04625791961758012,0.9869067103109657,0.9908256880733946
41,0.008831429970488806,0.0274389330047222,0.9983633387888707,0.9908256880733946
42,0.04077311287483173,0.05623184198936434,0.9885433715220949,0.9816513761467891
43,0.21315856963249744,0.1025993978485055,0.911620294599018,0.9724770642201835
44,0.171042329063197,0.12596830561620379,0.9247135842880524,0.9449541284403671
45,0.05190625534783104,0.10751323046487406,0.9869067103109657,0.9449541284403671
46,0.07084374819347199,0.0695548479983566,0.9770867430441899,0.963302752293578
47,0.05129535400816247,0.08958343661244993,0.9819967266775778,0.963302752293578
48,0.12197420283932538,0.06496647688551643,0.9476268412438625,0.9541284403669725
49,0.06805007134569174,0.056626347871924484,0.9787234042553192,0.963302752293578
50,0.09678201613347191,0.14699931996805088,0.960720130932897,0.963302752293578
51,0.04219073888391513,0.022188777761926893,0.9836333878887071,1.0
52,0.013594002542947152,0.010045231646781257,0.9967266775777415,1.0
53,0.03453103947428813,0.05458608384291137,0.9852700490998364,0.9724770642201835
54,0.04934311499902041,0.07687322025554716,0.9787234042553192,0.9724770642201835
55,0.029232387734293548,0.013084394824178463,0.9901800327332243,0.9908256880733946
56,0.0229670025149906,0.027961927132868984,0.9918166939443536,0.9816513761467891
57,0.01899897106031471,0.08576732475754864,0.9918166939443536,0.9724770642201835
58,0.022738251244457233,0.011794241932925657,0.9901800327332243,1.0
59,0.012584246528897367,0.0559199757066581,0.9967266775777415,0.9816513761467891
60,0.030240660200258274,0.22325012382538711,0.9901800327332243,0.9449541284403671
61,0.030740964177681136,0.04541159349380471,0.9918166939443536,0.9816513761467891
62,0.07469196654547543,0.0860022967884882,0.9656301145662848,0.9816513761467891
63,0.07717003416629743,0.12937312962812023,0.9738134206219313,0.9357798165137615
64,0.08940694035440927,0.25964106037306767,0.9721767594108021,0.9449541284403671
